assertion_id,source_name,source_url,source_record_url,retrieved_at,source_page,source_slot,year,month,day,date_iso,date_precision,date_qualifier,place,region,country,country_code,county,crop,size_text,classification,thumbnail_url,notes,index_kinds,index_urls,index_labels,index_occurrence_count,record_url_aliases,detail_http_status,detail_sha256,detail_cache_path,detail_title,latitude,longitude,has_actual_coordinate_pair,coordinate_method,coordinate_uncertainty,coordinate_uncertainty_km,coordinate_confidence,coordinate_source_url,coordinate_evidence,coordinate_context,orientation_evidence,rights_evidence,image_count,image_urls,map_diagram_urls,expansion_source_id,source_listing_text,alternate_place,canonical_match_status,matched_baseline_assertion_id,rights_scope,parser_version
a_973fb228f24bd7,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,28,20,1982,,,1982,year,,Chilcomb,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_ca73af3e6d74d1,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,1,1982,,,1982,year,,Chilcomb,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_4a9ff1ae16d81f,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,2,1982,,,1982,year,,Tuttle March,Michigan,United States,US,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_a7d73b2ff431f8,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,3,1982,,,1982,year,,Woodford,New South Wales,Australia,AU,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_a2b7cdf5612a29,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,4,1982,,,1982,year,,Woodford,New South Wales,Australia,AU,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_2c554e91178cbc,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,5,1983,1,,1983-01,month,,Winterbourne Monkton,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_deeb8fa0113f9e,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,6,1983,6,5,1983-06-05,day,,Varzi,Lombardia,Italy,IT,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_470a82bc3f4c53,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,7,1983,6,19,1983-06-19,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_6df3ded9978de4,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,8,1983,7,9,1983-07-09,day,,Warminster,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_c636bc43acadec,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,9,1983,7,9,1983-07-09,day,,Westbury,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_0b12220570b8d0,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,10,1983,7,9,1983-07-09,day,,Westbury,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_810da0f5936242,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,11,1983,7,16,1983-07-16,day,,Wantage,Oxfordshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_9b5b41784ba0e1,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,12,1983,7,,1983-07,month,,Bratton,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_c0e34c22837d4e,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,13,1983,7,,1983-07,month,,Great Cheverell Hill,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_c8551855f3d781,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,14,1983,8,,1983-08,qualified,early,Upton Scudamore,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_6e6a0d5419a5c4,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,15,1983,8,1,1983-08-01,day,,South Wonston,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_a383980e8ae138,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,16,1983,8,13,1983-08-13,day,,Westbury,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_409849cec9daf0,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,17,1983,8,,1983-08,month,,Lindau,Schleswig-Holstein,Germany,DE,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_47a86743ae584f,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,18,1983,,,1983,year,,Abergele,Conwy,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_7fb791203d217b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,19,1983,,,1983,year,,Colloway Clump,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_b9a2cdead82a7b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,29,20,1983,,,1983,year,,,,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_501f3b92793d5b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,1,1984,6,24,1984-06-24,day,,Warminster,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_fec04e2876a89b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,2,1984,6,30,1984-06-30,day,,Marlborough,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_9e1a2a7de1292c,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,3,1984,7,1,1984-07-01,day,,Mountain View,Alberta,Canada,CA,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_e4fe5aa6139b09,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,4,1984,7,27,1984-07-27,day,,Alfriston,East Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_e6afd7960ca51c,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,5,1984,7,,1984-07,month,,Chilcomb,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_8df39fd9f8aac1,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,6,1984,8,3,1984-08-03,day,,Arlington,East Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_f4b27a560c716e,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,7,1984,8,4,1984-08-04,day,,Corhampton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_fa5116a096fac1,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,8,1984,8,9,1984-08-09,day,,Westbury,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_9f64cb8aabf0b0,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,9,1984,8,25,1984-08-25,day,,Corhampton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_41b7b1b37be7b6,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,10,1984,9,15,1984-09-15,day,,Penrith,Cumbria,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bda44f94af2935,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,11,1984,9,,1984-09,month,,Penrith,Cumbria,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_f534b0fbca588f,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,12,1984,9,,1984-09,month,,,Wisconsin,United States,US,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_c8cca2a651d546,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,13,1984,,,1984,year,,Longwood Estate,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_302633be8ab05f,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,14,1984,,,1984,year,,Wick Street,East Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_4df227ad31406a,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,15,1984,,,1984,year,,Woodcote,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_e23f54c38e37f7,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,16,1984,,,1984,year,,,Oxfordshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_445e7602ca48a3,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,17,1984,,,1984,year,,,,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_22202556a00dfb,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,18,1985,6,10,1985-06-10,day,,Warminster,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_842487d93c37fb,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,19,1985,6,16,1985-06-16,day,,Westbury,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_ab46637ebc7c6d,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,30,20,1985,6,29,1985-06-29,day,,Findon,West Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_53cafdc93ea23c,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,1,1985,7,6,1985-07-06,day,,Alresford,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_2ef8dd884f759f,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,2,1985,7,20,1985-07-20,day,,Fonthill Bishop,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_174b1d0aefc71d,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,3,1985,7,20,1985-07-20,day,,Fonthill Bishop,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bcbd67c86ebc79,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,4,1985,7,31,1985-07-31,day,,Longstock,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bc24197f60f581,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,5,1985,7,31,1985-07-31,day,,Worthing,West Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_e3d5bf5572ff1c,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,6,1985,8,3,1985-08-03,day,,Goodworth Clatford,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_407d33ce5ff3d3,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,7,1985,8,,1985-08,month,,Beckhampton,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_5984b0dc800122,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,8,1985,8,,1985-08,month,,Castions Di Zoppola,Friuli-Venezia Giulia,Italy,IT,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_90c18a262626da,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,9,1985,,,1985,year,,Cheriton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_0ddd583962cc2e,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,10,1985,,,1985,year,,Dahlgren,Illinois,United States,US,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_24bba9b82858a2,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,11,1985,,,1985,year,,Litchfield,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_d4c46a2d6c24bc,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,12,1985,,,1985,year,,Longbridge Deverill,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_8bd8f3568160b4,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,13,1985,,,1985,year,,Maidenmarsh,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_ebaa9ae114f3c2,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,14,1985,,,1985,year,,Norton Bavant,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_d33122c193ed2e,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,15,1985,,,1985,year,,Cherhill,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_0b3047590701f4,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,16,1985,,,1985,year,,Chilcomb,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bc390396f43415,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,17,1985,,,1985,year,,Eberswalde,Brandenburg,Germany,DE,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_993d7128e6a566,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,18,1985,,,1985,year,,Falmer,East Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_7a3f98d6ff3490,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,19,1985,,,1985,year,,Hambledon,Surrey,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_fb09a5f88376ba,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,31,20,1985,,,1985,year,,Kingsclere,Berkshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_52dc7d6844d538,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,1,1986,5,8,1986-05-08,day,,South Wonston,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_8f7e63897e986d,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,2,1986,7,1,1986-07-01,day,,Childrey,Oxfordshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_df59a1f48338b5,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,3,1986,7,5,1986-07-05,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_86790b9e04df27,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,4,1986,7,6,1986-07-06,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_074ab9647d47cc,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,5,1986,7,10,1986-07-10,day,,Alfriston,East Sussex,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_dc1b7c7a0529ab,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,6,1986,7,13,1986-07-13,day,,Bratton,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_74c10074b9510c,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,7,1986,7,26,1986-07-26,day,,Childrey,Oxfordshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_d26ef69afa4b13,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,8,1986,7,31,1986-07-31,day,,Headbourne Worthy,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_9b040c1062b351,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,9,1986,7,,1986-07,month,,Westbury,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_9d1a06e5b3561d,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,10,1986,8,9,1986-08-09,day,,Nishikichō,Yamagata,Japan,JP,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_b86a902ef8fe7b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,11,1986,8,10,1986-08-10,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_4cf2e1b59905a2,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,12,1986,8,14,1986-08-14,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_64273e9f09ae6b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,13,1986,8,24,1986-08-24,day,,Longwood Estate,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_4f7f786131acb3,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,14,1986,8,26,1986-08-26,day,,Froxfield,Berkshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_a7ad4abecbe32f,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,15,1986,8,,1986-08,month,,Selby,Yorkshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_c568306deaa14b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,16,1986,,,1986,year,,Chilcomb,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_5813049ee8ee95,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,17,1986,,,1986,year,,Colloway Clump,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_c659477132da21,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,18,1986,,,1986,year,,Dahlgren,Illinois,United States,US,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_6ce7e2eaf78b0a,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,19,1986,,,1986,year,,Devizes,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_932b0cc59bb626,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,32,20,1986,,,1986,year,,Froxfield,Berkshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_458a7d80a5b7ab,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,1,1986,,,1986,year,,Helena,Montana,United States,US,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_9fb721e6b990d9,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,2,1986,,,1986,year,,Littleton,Gloucestershire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_faf21998ccfaca,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,3,1986,,,1986,year,,Shorley,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_173254c46e6531,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,4,1986,,,1986,year,,Usselo,Overijssel,Netherlands,NL,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_7770327567f74d,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,5,1986,,,1986,year,,,,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_0e987fa716580b,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,6,1987,1,,1987-01,month,,Piteälven river,Norrbottens län,Sweden,SE,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_89951d7630fe3a,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,7,1987,2,20,1987-02-20,day,,Euramo,Queensland,Australia,AU,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_3eaa4073b9c6c1,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,8,1987,2,21,1987-02-21,day,,Euramo,Queensland,Australia,AU,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_82e5e0c805d739,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,9,1987,2,21,1987-02-21,day,,Euramo,Queensland,Australia,AU,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_7a3615cc17fc7d,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,10,1987,5,8,1987-05-08,day,,South Wonston,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_f9c3e9e5cd7deb,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,11,1987,5,27,1987-05-27,day,,Middletown,Indiana,United States,US,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_dadf0b2ad5bcc0,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,12,1987,6,1,1987-06-01,day,,Corhampton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_3809a9621d45ba,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,13,1987,6,1,1987-06-01,day,,Whiteparish,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_213d3afd39a094,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,14,1987,6,4,1987-06-04,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_a28d1a4b96d8b5,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,15,1987,6,4,1987-06-04,day,,Cheesefoot Head,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_f4c970488a54ae,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,16,1987,6,5,1987-06-05,day,,Vienne,Isère,France,FR,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_06c9f7f59b5dc3,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,17,1987,6,16,1987-06-16,day,,Kimpton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_5b689c87fee36c,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,18,1987,6,20,1987-06-20,day,,Valensole,Provence-Alpes-Côtes d‘Azur,France,FR,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_911b7de59db2e0,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,19,1987,6,22,1987-06-22,day,,Kimpton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_0fc25840a187f8,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,33,20,1987,6,25,1987-06-25,day,,Longwood Estate,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_f2a9d6a994a4b4,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,34,1,1987,6,29,1987-06-29,day,,Kimpton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_f3787098dc07f7,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,34,2,1987,7,1,1987-07-01,day,,Beckhampton,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_1ed4927bf39c81,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,34,3,1987,7,1,1987-07-01,day,,Little Cheverell,Wiltshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_98937593eaddc0,Crop Circle Center PDF catalog,https://www.cropcirclecenter.com/,,2026-07-20,34,4,1987,7,1,1987-07-01,day,,Thruxton,Hampshire,England,GB,,,,unreviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
