formation_id,assertion_ids,event_date,place,region,country,source_report_urls,source_image_urls,source_image_count,current_location_role,current_latitude,current_longitude,current_coordinate_uncertainty_m,source_coordinate_availability,publisher_map_target_availability,named_geographic_clues,identifiable_persistent_landmarks,source_image_dimensions,display_rights,publication_rights,straight_component_likelihood,priority_score,processing_status,blocker_or_rejection_reason,selected_overlay_id,registration_classification,review_date
cc_92f169037d72,iccra_777a0e7e42bb8f14,1996-07-21,Butte,Nebraska,United States,"https://iccra.org/bystate/Nebraska/ICCRA%20-%20NE%20-%20Butte,%20Boyd%20County%20(July%2021,%201996).html",https://iccra.org/bystate/Nebraska/images/Butte1996.jpg,1,locality_reference,42.91139,-98.84926,5000.0,no,no,Butte; Boyd County; Nebraska,,270x287,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_b3d35d628a81,iccra_d972820927b0e8b1,1997-07-06,Waverly,Nebraska,United States,"https://iccra.org/bystate/Nebraska/ICCRA%20-%20NE%20-%20Waverly,%20Lancaster%20County%20(July%206,%201997).html",https://iccra.org/bystate/Nebraska/images/Butte1996.jpg,1,locality_reference,40.9175,-96.52834,5000.0,no,no,Waverly; Lancaster County; Nebraska,,270x287,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_d847a08a29e6,iccra_50c29cee919b3ebd,1996-06-07,Simi Valley,California,United States,"https://iccra.org/bystate/California/ICCRA%20-%20CA%20-%20Simi%20Valley,%20Ventura%20County%20(June%207,%201996).html",https://iccra.org/bystate/California/images/Simi%20Valley1996.jpg,1,locality_reference,34.26945,-118.78148,5000.0,no,no,Simi Valley; Ventura County; California,,271x377,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_e77618d4ba17,iccra_6991e4b475cc95c4,2003-10-03,University of Illinois - Urbana-Champaign,Illinois,United States,"https://iccra.org/bystate/Illinois/ICCRA%20-%20IL%20-%20University%20of%20Illinois-Urbana-Champaign,%20Champaign%20County%20(October%203,%202003).html",https://iccra.org/bystate/Illinois/images/UoI2003.jpg,1,locality_reference,37.93644,-88.6095,30000.0,no,no,University of Illinois - Urbana-Champaign; Champaign County; Illinois,,270x412,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_ed25fbcc5d2e,iccra_5890ae418f05a6f6,2004-07-10,Rockford,Illinois,United States,"https://iccra.org/bystate/Illinois/ICCRA%20-%20IL%20-%20Rockford,%20Winnebago%20County%20(July%2010,%202004).html",https://iccra.org/bystate/Illinois/images/rockford2004.jpg,1,locality_reference,42.27113,-89.094,5000.0,no,no,Rockford; Winnebago County; Illinois,,273x189,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_f3d23df34d86,iccra_25d1b6a3cb3b4e03,2004-10-10,Grand Coteau,Louisiana,United States,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20%20Grand%20Coteau,%20Saint%20Landry%20County%20(October%2014,%202004).html",https://iccra.org/bystate/Louisiana/images/grandcoteau2004.jpg,1,locality_reference,30.41992,-92.04651,5000.0,no,no,Grand Coteau; Saint Landry County; Louisiana,,630x347,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_ffbf191f02f8,iccra_40d1602b391081f3,1999-09-04,Kalispell / Whitefish,Montana,United States,"https://iccra.org/bystate/Montana/ICCRA%20-%20MT%20-%20Kalispell-Whitefish,%20Flathead%20County%20(September%204,%201999).html",https://iccra.org/bystate/Montana/images/Kalispell1999.jpg,1,locality_reference,48.19579,-114.31291,5000.0,no,no,Kalispell / Whitefish; Flathead County; Montana,,273x190,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,medium,4013,queued,,,,
cc_395ac919e8f2,iccra_6655b61040268ecf,1996-07-14,Etna Troy Township / Columbia City,Indiana,United States,"https://iccra.org/bystate/Indiana/ICCRA%20-%20IN%20-%20Etna%20Troy%20Township-Columbia%20City,%20Whitley%20County%20(July%2014,%201996).html",https://iccra.org/bystate/Indiana/images/Etna%20Troy1996a.jpg; https://iccra.org/bystate/Indiana/images/Etna%20Troy1996b.jpg; https://iccra.org/bystate/Indiana/images/Etna%20Troy1996c.jpg; https://iccra.org/bystate/Indiana/images/Etna%20Troy1996d.jpg,4,locality_reference,41.27366,-85.57359,30000.0,no,no,Etna Troy Township / Columbia City; Whitley County; Indiana,,273x218; 273x225; 273x182; 270x444,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4012,queued,,,,
cc_632f8c2c5019,iccra_1a1ba605ebf2574b,1978-10-08,Jenkins,Missouri,United States,"https://iccra.org/bystate/Missouri/ICCRA%20-%20MO%20-%20Jenkins,%20Barry%20County%20(October%208,%201978).htm",https://iccra.org/bystate/Missouri/images/Jenkins-Barry%20County-MO1.jpg; https://iccra.org/bystate/Missouri/images/Jenkins-Barry%20County-MO2.jpg; https://iccra.org/bystate/Missouri/images/Jenkins-Barry%20County-MO3.jpg; https://iccra.org/bystate/Missouri/images/Jenkins-Barry%20County-MO4.jpg,4,locality_reference,36.77867,-93.68603,5000.0,no,no,Jenkins; Barry County; Missouri,,261x231; 262x169; 261x196; 262x470,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4012,queued,,,,
cc_c53d381ed8ab,iccra_7e85d3bbf14a5ab7,2004-07-05,Hillsboro,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Hillsboro,%20Highland%20County%20(July%205,%202004).htm",https://iccra.org/bystate/Ohio/images/hillsboro2004a.jpg; https://iccra.org/bystate/Ohio/images/hillsboro2004b.jpg; https://iccra.org/bystate/Ohio/images/hillsboro2004c.jpg; https://iccra.org/bystate/Ohio/images/miamisburg.JPG,4,locality_reference,39.20229,-83.61159,5000.0,no,no,Hillsboro; Highland County; Ohio,,360x263; 274x202; 274x197; 79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4012,queued,,,,
cc_427c90037ab6,a_4d6b57ab34f42d; iccra_38f41479bbc493cb,1976-06-17,Minden,Louisiana,United States,"https://iccra.org/bystate/Louisiana/ICCRA%20-%20LA%20-%20Minden,%20Webster%20Parish%20(June%2017,%201976).htm; https://www.cropcirclecenter.com/",https://iccra.org/bystate/Louisiana/images/Minden-1976.jpg; https://iccra.org/bystate/Louisiana/images/Minden-1976b.jpg; https://iccra.org/bystate/Louisiana/images/Minden-1976c.jpg,3,locality_reference,32.61543,-93.28684,5000.0,no,no,Minden; Webster Parish; Louisiana,,261x215; 261x165; 262x182,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4009,queued,,,,
cc_8462ebb5a905,iccra_61556180c9e9b3fd,2005-06-25,Carmichaels,Pennsylvania,United States,"https://iccra.org/bystate/Pennsylvania/ICCRA%20-%20PA%20-%20Carmichaels,%20Greene%20County%20(June%2025,%202005).html",https://iccra.org/bystate/Pennsylvania/images/carmichaels2005a.jpg; https://iccra.org/bystate/Pennsylvania/images/carmichaels2005b.jpg; https://iccra.org/bystate/Pennsylvania/images/carmichaels2005c.jpg,3,locality_reference,39.89674,-79.9745,5000.0,no,no,Carmichaels; Greene County; Pennsylvania,,630x472; 431x287; 431x291,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4009,queued,,,,
cc_be0c9b2cb1cc,iccra_14e12b3b56cfe765,2005-06-15,West Topsham,Vermont,United States,"https://iccra.org/bystate/Vermont/ICCRA%20-%20VT%20-%20West%20Topsham,%20Orange%20County%20(June%2015,%202005).html",https://iccra.org/bystate/Vermont/images/westtopsham2005a.jpg; https://iccra.org/bystate/Vermont/images/westtopsham2005b.jpg; https://iccra.org/bystate/Vermont/images/westtopsham2005c.jpg,3,locality_reference,44.11506,-72.31176,5000.0,no,no,West Topsham; Orange County; Vermont,,630x473,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4009,queued,,,,
cc_fcc20d494b91,iccra_7e273bc5a68e0382,2004-06-15,Cuba,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Cuba,%20Clinton%20County%20(June%2015,%202004).htm",https://iccra.org/bystate/Ohio/images/cuba2004.jpg; https://iccra.org/bystate/Ohio/images/cuba2004b.jpg; https://iccra.org/bystate/Ohio/images/miamisburg.JPG,3,locality_reference,39.36117,-83.86382,5000.0,no,no,Cuba; Clinton County; Ohio,,273x205; 79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4009,queued,,,,
cc_0986002e8ac3,a_d8647bfe7a1c39,2011-05-12,Madisonville,Tennessee,United States,https://www.cropcirclecenter.com/ccdata/2011/05/12/US20110512_A.html,https://www.cropcirclecenter.com/ccdata/2011/05/12/US20110512_A_F_JW.jpg; https://www.cropcirclecenter.com/ccdata/2011/05/12/US20110512_A_G.jpg,2,locality_reference,35.5198,-84.36353,5000.0,no,no,Madisonville; Tennessee,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_13fb594def91,iccra_bfaa6bbcfabd751c,1998-06-27,Broughton / Latty Township,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Broughton-Latty%20Township,%20Paulding%20County%20(June%2027,%201998).html",https://iccra.org/bystate/Ohio/images/Broughton1998-1.jpg; https://iccra.org/bystate/Ohio/images/Broughton1998-2.jpg,2,locality_reference,41.08977,-84.53523,5000.0,no,no,Broughton / Latty Township; Paulding County; Ohio,,273x200; 594x473,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_1724f1c5f431,a_5cff83cbd8ef83,2012-07-31,Wilbur,Washington,United States,https://www.cropcirclecenter.com/ccdata/2012/07/31/US20120731_A.html,https://www.cropcirclecenter.com/ccdata/2012/07/31/US20120731_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/07/31/US20120731_A_G.jpg,2,locality_reference,47.75876,-118.70556,5000.0,no,no,Wilbur; Washington,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_304276ecbf67,a_0b86f27297a5e1,2013-09,Sheffield,Massachusetts,United States,https://www.cropcirclecenter.com/ccdata/2013/09/00/US20130900_A.html,https://www.cropcirclecenter.com/ccdata/2013/09/00/US20130900_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/09/00/US20130900_A_G.jpg,2,locality_reference,42.11037,-73.35511,5000.0,no,no,Sheffield; Massachusetts,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_33ddb5fcfe5f,iccra_b7ba0a42599d82e4,1990-06-21,Odessa,Missouri,United States,"https://iccra.org/bystate/Missouri/ICCRA%20-%20MO%20-%20Odessa,%20Lafayette%20County%20(June%2021,%201990).htm",https://iccra.org/bystate/Missouri/images/Odessa1.jpg; https://iccra.org/bystate/Missouri/images/Odessa2.jpg,2,locality_reference,38.99917,-93.95356,5000.0,no,no,Odessa; Lafayette County; Missouri,,273x212; 273x185,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_346775d1ad69,iccra_b9b01575c3cea0a7,2002-08-04,Pittston / Gardiner,Maine,United States,"https://iccra.org/bystate/Maine/ICCRA%20-%20ME%20-%20Pittston-Gardiner,%20Kennebec%20County%20(August%204,%202002).html",https://iccra.org/bystate/Maine/images/pittston2002-1a.gif; https://iccra.org/bystate/Maine/images/pittston2002-1b.png,2,locality_reference,44.22174,-69.7556,5000.0,no,no,Pittston / Gardiner; Kennebec County; Maine,,272x292; 450x299,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_401d26f8f8a0,a_7e560a5a096ab8,2012-06-06,Roswell,New Mexico,United States,https://www.cropcirclecenter.com/ccdata/2012/06/06/US20120606_A.html,https://www.cropcirclecenter.com/ccdata/2012/06/06/US20120606_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/06/06/US20120606_A_G.jpg,2,locality_reference,33.39437,-104.52491,5000.0,no,no,Roswell; New Mexico,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_41618a601895,iccra_b4ae63e727f33272,1998-06-19,Eltopia / Pasco,Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Eltopia-Pasco,%20Franklin%20County%20(June%2019,%201998).html",https://iccra.org/bystate/Washington/images/Eltopia1998-1.jpg; https://iccra.org/bystate/Washington/images/Eltopia1998-2.jpg,2,locality_reference,46.45875,-119.01723,5000.0,no,no,Eltopia / Pasco; Franklin County; Washington,,273x235; 300x227,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_426b0d54a935,a_d1d7e10ee37179,2013-05-13,Gray,Tennessee,United States,https://www.cropcirclecenter.com/ccdata/2013/05/13/US20130513_A.html,https://www.cropcirclecenter.com/ccdata/2013/05/13/US20130513_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/05/13/US20130513_A_G.jpg,2,locality_reference,36.41983,-82.47654,5000.0,no,no,Gray; Tennessee,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_482dc8474025,a_da94294bff74ea,2024-02-14,Kansas City,Kansas,United States,https://www.cropcirclecenter.com/ccdata/2024/02/14/US20240214_A.html,https://www.cropcirclecenter.com/ccdata/2024/02/14/US20240214_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2024/02/14/US20240214_A_G.jpg,2,locality_reference,39.11417,-94.62746,5000.0,no,no,Kansas City; Kansas,,570x415,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_4bfc364c4475,iccra_dd583cadb718cbf4,2010-05-17,Hidden Valley Lake,California,United States,"https://iccra.org/bystate/California/ICCRA%20-%20CA%20-%20Hidden%20Valley%20Lake,%20Lake%20County%20(May%2017,%202010).html",https://iccra.org/bystate/California/images/hiddenvalley1.jpg; https://iccra.org/bystate/California/images/hiddenvalley2.jpg,2,locality_reference,38.80796,-122.55832,5000.0,no,no,Hidden Valley Lake; Lake County; California,,513x385,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_5ae0f87c4fd2,iccra_6454c13b192ba9c1,1971-11-03,Delphos,Kansas,United States,"https://iccra.org/bystate/Kansas/ICCRA%20-%20KS%20-%20Delphos,%20Ottawa%20County%20(November%202,%201971).htm",https://iccra.org/bystate/Kansas/images/DelphosKS.jpg; https://iccra.org/bystate/Kansas/images/DelphosKS2.jpg,2,locality_reference,39.27389,-97.77198,5000.0,no,no,Delphos; Ottawa County; Kansas,,262x230; 262x203,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_5df51502813c,iccra_2f6cf89acc570ea2,2004-08-16,West Union,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20West%20Union,%20Adams%20County%20(August%2016,%202004).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG; https://iccra.org/bystate/Ohio/images/westunion2004.jpg,2,locality_reference,39.22311,-84.58689,5000.0,no,no,West Union; Adams County; Ohio,,79x114; 274x184,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_7bde54427d79,iccra_5d87ac0c05d02ac4,1999-07-04,Walla Walla / Cottonwood Canyon,Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Walla%20Walla-Cottonwood%20Canyon,%20Walla%20Walla%20County%20(July%204,%201999).html",https://iccra.org/bystate/Washington/images/wallawalla1999-1.jpg; https://iccra.org/bystate/Washington/images/wallawalla1999-2.jpg,2,locality_reference,46.06458,-118.34302,5000.0,no,no,Walla Walla / Cottonwood Canyon; Walla Walla County; Washington,,268x437; 269x149,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_832d34feb555,iccra_0ecb8ee3a9e26c21,1995-08-15,Arlington,Iowa,United States,"https://iccra.org/bystate/Iowa/ICCRA%20-%20Iowa%20-%20Arlington,%20Fayette%20County%20(August%2015,%201995).html",https://iccra.org/bystate/Iowa/images/Arlington1995a.jpg; https://iccra.org/bystate/Iowa/images/Arlington1995b.jpg,2,locality_reference,42.74915,-91.67127,5000.0,no,no,Arlington; Fayette County; Iowa,,273x272; 274x180,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_8576875221b9,a_4086a6139f2079,2015-05-21,Gray,Tennessee,United States,https://www.cropcirclecenter.com/ccdata/2015/05/21/US20150521_A.html,https://www.cropcirclecenter.com/ccdata/2015/05/21/US20150521_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2015/05/21/US20150521_A_G.jpg,2,locality_reference,36.41983,-82.47654,5000.0,no,no,Gray; Tennessee,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_8d9594f155d7,iccra_4a5760277940e29e,2004-09-15,Rarden,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Rarden,%20Scioto%20County%20(September%2015,%202004).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG; https://iccra.org/bystate/Ohio/images/scioto2004.jpg,2,locality_reference,38.92229,-83.24241,5000.0,no,no,Rarden; Scioto County; Ohio,,79x114; 630x425,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_8de411825052,a_53e2105be2492c,2014-06-18,Benicia,California,United States,https://www.cropcirclecenter.com/ccdata/2014/06/18/US20140618_A.html,https://www.cropcirclecenter.com/ccdata/2014/06/18/US20140618_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2014/06/18/US20140618_A_G.jpg,2,locality_reference,38.04937,-122.15858,5000.0,no,no,Benicia; California,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_8eb04e54c176,a_514600de2dd2d0,2020-07-29,Elba,New York,United States,https://www.cropcirclecenter.com/ccdata/2020/07/29/US20200729_A.html,https://www.cropcirclecenter.com/ccdata/2020/07/29/US20200729_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2020/07/29/US20200729_A_G.jpg,2,locality_reference,43.07728,-78.18696,5000.0,no,no,Elba; New York,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_957507b84517,iccra_e5afc5422948c050,1998-07,Cache Valley,Utah,United States,"https://iccra.org/bystate/Utah/ICCRA%20-%20UT%20-%20Cache%20Valley,%20Cache%20County%20(July%201998).html",https://iccra.org/bystate/Utah/images/cachevalley1998-1.jpg; https://iccra.org/bystate/Utah/images/cachevalley1998-2.png,2,locality_reference,41.83082,-112.00511,30000.0,no,no,Cache Valley; Cache County; Utah,,273x241; 221x170,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_96914a395b0e,iccra_4f864c07a7460533,1999-07-11,Hamel,Minnesota,United States,"https://iccra.org/bystate/Minnesota/ICCRA%20-%20MN%20-%20Hamel,%20Hennepin%20County%20(July%2011,%201999).html",https://iccra.org/bystate/Minnesota/images/hamel1999-2.jpg; https://iccra.org/bystate/Minnesota/images/hamel1999.png,2,locality_reference,45.04107,-93.52551,5000.0,no,no,Hamel; Hennepin County; Minnesota,,269x205; 591x390,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_9e24b20abfd8,iccra_e77e827fbbdcafd9,2002-06-24,Careytown,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Careytown,%20Highland%20County%20(June%2024,%202002).html",https://iccra.org/bystate/Ohio/images/careytown2002.png; https://iccra.org/bystate/Ohio/images/miamisburg.JPG,2,locality_reference,39.31006,-83.62909,5000.0,no,no,Careytown; Highland County; Ohio,,630x398; 79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_a84287c6bc18,iccra_28c954b809a11a44,2003-07-04,Clyman,Wisconsin,United States,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Clyman,%20Dodge%20County%20(August%208,%202003).html",https://iccra.org/bystate/Wisconsin/images/clyman2003a.jpg; https://iccra.org/bystate/Wisconsin/images/clyman2003b.jpg,2,locality_reference,43.31139,-88.7201,5000.0,no,no,Clyman; Dodge County; Wisconsin,,271x279; 274x195,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_b8f93b082509,a_39ec4ada193e92,2012-09-20,Chillicothe,Ohio,United States,https://www.cropcirclecenter.com/ccdata/2012/09/20/US20120920_A.html,https://www.cropcirclecenter.com/ccdata/2012/09/20/US20120920_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2012/09/20/US20120920_A_G.jpg,2,locality_reference,39.33312,-82.9824,5000.0,no,no,Chillicothe; Ohio,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_debcda17244d,a_dd0408971f7838,2013-12-29,Salinas Valley,California,United States,https://www.cropcirclecenter.com/ccdata/2013/12/29/US20131229_A.html,https://www.cropcirclecenter.com/ccdata/2013/12/29/US20131229_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2013/12/29/US20131229_A_G.jpg,2,locality_reference,36.67774,-121.6555,30000.0,no,no,Salinas Valley; California,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_f3939cfc9f0e,iccra_dffbb36111503017,2002-06-30,Sardinia,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Sardinia,%20Brown%20County%20(June%2030,%202002).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG; https://iccra.org/bystate/Ohio/images/sardinia2002.png,2,locality_reference,39.00784,-83.80854,5000.0,no,no,Sardinia; Brown County; Ohio,,79x114; 630x473,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_f50f8dadfcd1,a_2ce4aaf926cb7a,2010-06-25,Greenfield,Ohio,United States,https://www.cropcirclecenter.com/ccdata/2010/06/25/US20100625_A.html,https://www.cropcirclecenter.com/ccdata/2010/06/25/US20100625_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2010/06/25/US20100625_A_G.jpg,2,locality_reference,41.09894,-81.64457,5000.0,no,no,Greenfield; Ohio,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_f5f4e5487de7,a_557be4969ba434,2011-10-13,Harris,Michigan,United States,https://www.cropcirclecenter.com/ccdata/2011/10/13/US20111013_A.html,https://www.cropcirclecenter.com/ccdata/2011/10/13/US20111013_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/10/13/US20111013_A_G.jpg,2,locality_reference,45.70358,-87.34541,5000.0,no,no,Harris; Michigan,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_f896e8aae4e3,a_d74820cc4f8add,2011-05-16,Hardy,Virginia,United States,https://www.cropcirclecenter.com/ccdata/2011/05/16/US20110516_A.html,https://www.cropcirclecenter.com/ccdata/2011/05/16/US20110516_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2011/05/16/US20110516_A_G.jpg,2,locality_reference,37.23181,-79.81059,5000.0,no,no,Hardy; Virginia,,570x411,link_only_rights_gated,not_cleared_for_redistribution,unknown,4006,queued,,,,
cc_00aa28c3022b,iccra_869099b6a5757df1,2000-06-10,Virginia Beach,Virginia,United States,"https://iccra.org/bystate/Virginia/ICCRA%20-%20VA%20-%20Virginia%20Beach,%20Princess%20Anne%20County%20(June%2010,%202000).html",https://iccra.org/bystate/Virginia/images/vabeach2000.jpg,1,locality_reference,36.85293,-75.97799,5000.0,no,no,Virginia Beach; Princess Anne County; Virginia,,273x273,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_095d04151d7a,iccra_9f95dc9ce85fabf4,1998-06-20,"College Ward, Cache Valley",Utah,United States,"https://iccra.org/bystate/Utah/ICCRA%20-%20UT%20-%20College%20Ward,%20Cache%20Valley,%20Cache%20County%20(July%2020,%201998).html",https://iccra.org/bystate/Utah/images/collegeward1998.jpg,1,locality_reference,41.67688,-111.87994,30000.0,no,no,"College Ward, Cache Valley; Cache County; Utah",,274x221,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_0c3e9b99ccd4,iccra_34edd0d1baa72069,1966-11,Gallipolis,Ohio,United States,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Gallipolis,%20Gallia%20County%20(November%201966).htm",https://iccra.org/bystate/Ohio/images/miamisburg.JPG,1,locality_reference,38.8098,-82.20237,5000.0,no,no,Gallipolis; Gallia County; Ohio,,79x114,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_189c6c427057,iccra_259d7947f8a35fe9,1975-02-20,Copperas Cove,Texas,United States,"https://iccra.org/bystate/Texas/ICCRA%20-%20TX%20-%20Copperas%20Cove,%20Coryell%20County%20(February%2020,%201975).htm",https://iccra.org/bystate/Texas/images/CopperasCove-1975.jpg,1,locality_reference,31.12406,-97.90308,5000.0,no,no,Copperas Cove; Coryell County; Texas,,261x358,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_1d740e71c94b,iccra_f8a596d87aeb0763,1995-05-29,Blue Ball / Elkton,Maryland,United States,"https://iccra.org/bystate/Maryland/ICCRA%20-%20MD%20-%20Blue%20Ball-Elkton,%20Cecil%20County%20(May%2029,%201995).html",https://iccra.org/bystate/Maryland/images/Blue%20Ball1995.jpg,1,locality_reference,39.70011,-75.93133,5000.0,no,no,Blue Ball / Elkton; Cecil County; Maryland,,273x220,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_1da11e044ab8,iccra_c27c69473d8f7bfb,1998-05-26,"Coupeville (2), Whidbey Island",Washington,United States,"https://iccra.org/bystate/Washington/ICCRA%20-%20WA%20-%20Coupeville,%20Whidbey%20Island,%20Island%20County%20(May%2026,%201998)2.html",https://iccra.org/bystate/Washington/images/Coupeville1998-3.jpg,1,locality_reference,48.21982,-122.68628,30000.0,no,no,"Coupeville (2), Whidbey Island; Island County; Washington",,630x519,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_1f7862c3f7b7,a_d1d27659f139bd; iccra_10dfa93c8c94bee2,1994-10-24,Blaine,Minnesota,United States,"https://iccra.org/bystate/Minnesota/ICCRA%20-%20MN%20-%20Blaine,%20Anoka%20County%20(October%2024,%201994).html; https://www.cropcirclecenter.com/",https://iccra.org/bystate/Minnesota/images/Blaine1994.jpg,1,locality_reference,45.1608,-93.23495,5000.0,no,no,Blaine; Anoka County; Minnesota,,273x183,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
cc_20c5309d3c33,iccra_50112531f4a765e9,1997-07-07,Lawrenceville,New Jersey,United States,"https://iccra.org/bystate/New%20Jersey/ICCRA%20-%20NJ%20-%20Lawrence%20Township,%20Mercer%20County%20(July%207,%201997).html",https://iccra.org/bystate/New%20Jersey/images/Lawrenceville1997.jpg,1,locality_reference,40.29733,-74.7296,5000.0,no,no,Lawrenceville; Mercer County; New Jersey,,234x160,source_hosted_on_explicit_user_action,not_cleared_for_redistribution,unknown,4003,queued,,,,
